facility_id,layer,name,hospital,parent_entity,urgency_type,latitude,longitude,address,city,postcode,region,phone,email,parish,n_valencias,valencias,source,source_dataset,source_url
sns_urgency:62,hospital_emergency_official,Urgência do Hospital Espírito Santo - Évora,H. Doutor José Maria Grande - Portalegre | H. Espírito Santo - Évora | H. Faro | H. Padre Américo - Vale Sousa | H. Pediátrico de Coimbra | H. Universidade Coimbra,"Centro Hospitalar Tâmega e Sousa, E.P.E. | Centro Hospitalar Universitário do Algarve, E.P.E. | Centro Hospitalar e Universitário de Coimbra, E.P.E. | Hospitais da ULS do Norte Alentejano, E.P.E. | Hospital Espírito Santo - Évora, E.P.E.",Serviço de Urgência Médico-cirúrgico | Serviço de Urgência Polivalente | Serviço de Urgência Polivalente com Centro de Trauma,38.568838,-7.903064,Largo Senhor da Pobreza,Évora,7000-811,ARS Alentejo,266740100.0,sec.ca@hevora.min-saude.pt,"União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão)",25,"Anestesiologia | Bloco Operatório | Cardiologia | Cardiologia de Intervenção | Cirurgia Geral | Cirurgia Pediátrica | Estomatologia | Gastroenterologia (com endoscopia) | Imagiologia - RX convencional, ecografia e TC | Imunohemoterapia | Medicina Interna | Nefrologia (diálise em situações agudas) | Ortopedia | Otorrinolaringologia | Patologia Clínica | Pediatria | Sala de Observações com Camas - Adultos | Sala de Observações com Camas - Pediátrico | Unidade de Cuidados Intensivos - Adultos | Unidade de Cuidados Intensivos - Neonatais | Unidade de Cuidados Intensivos - Queimados | Unidade de Cuidados Intermédios - Adultos | Urgência Adultos | Urgência Crianças e Adolescentes | Urologia",SNS Transparência,caracterizacao-das-valencias-de-urgencia,https://transparencia.sns.gov.pt/explore/dataset/caracterizacao-das-valencias-de-urgencia/
sns_urgency:66,hospital_emergency_official,Urgência do Hospital José Joaquim Fernandes - Beja,H. Doutor José Maria Grande - Portalegre | H. Espírito Santo - Évora | H. José Joaquim Fernandes - Beja | H. Pediátrico de Coimbra,"Centro Hospitalar e Universitário de Coimbra, E.P.E. | Hospitais da ULS do Norte Alentejano, E.P.E. | Hospital Espírito Santo - Évora, E.P.E. | Hospital José Joaquim Fernandes - Beja - ULS Baixo Alentejo, E.P.E.",Serviço de Urgência Médico-cirúrgico | Serviço de Urgência Polivalente,38.0146,-7.86863,Largo Senhor da Pobreza,Évora,7000-811,ARS Alentejo,266740100.0,sec.ca@hevora.min-saude.pt,"União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão)",15,"Anestesiologia | Bloco Operatório | Cardiologia Pediátrica | Cirurgia Geral | Imagiologia - RX convencional, ecografia e TC | Imunohemoterapia | Medicina Interna | Ortopedia | Patologia Clínica | Pediatria | Sala de Observações com Camas - Adultos | Sala de Observações com Camas - Pediátrico | Unidade de Cuidados Intensivos - Adultos | Urgência Adultos | Urgência Crianças e Adolescentes",SNS Transparência,caracterizacao-das-valencias-de-urgencia,https://transparencia.sns.gov.pt/explore/dataset/caracterizacao-das-valencias-de-urgencia/
sns_urgency:1,hospital_emergency_official,SUB Albufeira,SUB Albufeira,"Centro Hospitalar Universitário do Algarve, E.P.E.",Serviço de Urgência Básica,37.098,-8.255,Urbanização dos Caliços,Albufeira,8200-200,ARS Algarve,289598400.0,administracao@chalgarve.min-saude.pt,Albufeira e Olhos de Água,2,Urgência Adultos | Urgência Crianças e Adolescentes,SNS Transparência,caracterizacao-das-valencias-de-urgencia,https://transparencia.sns.gov.pt/explore/dataset/caracterizacao-das-valencias-de-urgencia/
sns_urgency:88,hospital_emergency_official,Urgência do Hospital de Faro,H. Espírito Santo - Évora | H. Faro | H. Portimão | H. São João - Porto | H. Universidade Coimbra | H. Vila Franca Xira | Matern. Dr. Alfredo Costa,"Centro Hospitalar Universitário de Lisboa Central, E.P.E. | Centro Hospitalar Universitário de São João, E.P.E. | Centro Hospitalar Universitário do Algarve, E.P.E. | Centro Hospitalar e Universitário de Coimbra, E.P.E. | Hospital Espírito Santo - Évora, E.P.E. | Hospital Vila Franca de Xira, E.P.E.",Serviço de Urgência Médico-cirúrgico | Serviço de Urgência Polivalente | Serviço de Urgência Polivalente com Centro de Trauma,37.024668,-7.928949,Rua Leão Penedo,Faro,8000-386,ARS Algarve,289891100.0,geral@chalgarve.min-saude.pt,União das freguesias de Faro (Sé e São Pedro),27,"Anestesiologia | Angiografia Digital e RMN | Bloco Operatório | Cardiologia | Cardiologia de Intervenção | Cirurgia Geral | Gastroenterologia (com endoscopia) | Imagiologia - RX convencional, ecografia e TC | Imunohemoterapia | Medicina Interna | Neurocirurgia | Obstetrícia | Ortopedia | Patologia Clínica | Pediatria | Pneumologia (com endoscopia) | Sala de Observações com Camas - Adultos | Sala de Observações com Camas - Pediátrico | Toxicologia | Unidade de Cuidados Intensivos - Adultos | Unidade de Cuidados Intensivos - Coronários | Unidade de Cuidados Intensivos - Pediátrica | Unidade de Cuidados Intensivos - Queimados | Unidade de Cuidados Intermédios - Adultos | Unidade de Cuidados Intermédios - Neonatais | Urgência Adultos | Urgência Crianças e Adolescentes",SNS Transparência,caracterizacao-das-valencias-de-urgencia,https://transparencia.sns.gov.pt/explore/dataset/caracterizacao-das-valencias-de-urgencia/
sns_urgency:34,hospital_emergency_official,SUB do Hospital de Lagos,H. Lagos,"Centro Hospitalar Universitário do Algarve, E.P.E.",Serviço de Urgência Básica,37.0996,-8.6702,Rua Castelo dos Governadores,Lagos,8600-563,ARS Algarve,282770700.0,administracao@hlagos.min-saude.pt,São Gonçalo de Lagos,2,Urgência Adultos | Urgência Crianças e Adolescentes,SNS Transparência,caracterizacao-das-valencias-de-urgencia,https://transparencia.sns.gov.pt/explore/dataset/caracterizacao-das-valencias-de-urgencia/
sns_urgency:9,hospital_emergency_official,SUB Loulé,SUB UC Loulé,"Centro Hospitalar Universitário do Algarve, E.P.E.",Serviço de Urgência Básica,37.1419486999512,-8.017458,Av. Eng. Laginha Serafim - Centro de Saúde de Loulé,Loulé,8100-740,ARS Algarve,289401000.0,pasuloule@chalgarve.min-saude.pt,Loulé (São Clemente),2,Urgência Adultos | Urgência Crianças e Adolescentes,SNS Transparência,caracterizacao-das-valencias-de-urgencia,https://transparencia.sns.gov.pt/explore/dataset/caracterizacao-das-valencias-de-urgencia/
sns_urgency:19,hospital_emergency_official,SUB Vila Real de Santo António,SUB Vila Real de Santo António,"Centro Hospitalar Universitário do Algarve, E.P.E.",Serviço de Urgência Básica,37.1909,-7.41762,Av. Ministro Duarte Pacheco,Vila Real de Santo António,8900-211,ARS Algarve,281530270.0,pasuvrsa@chalgarve.min-saude.pt,Vila Real de Santo António,2,Urgência Adultos | Urgência Crianças e Adolescentes,SNS Transparência,caracterizacao-das-valencias-de-urgencia,https://transparencia.sns.gov.pt/explore/dataset/caracterizacao-das-valencias-de-urgencia/
sns_urgency:24,hospital_emergency_official,SUB do Hospital Bernardino Lopes de Oliveira - Alcobaça,H. Bernardino Lopes Oliveira - Alcobaça | H. Doutor José Maria Grande - Portalegre,"Centro Hospitalar de Leiria, E.P.E. | Hospitais da ULS do Norte Alentejano, E.P.E.",Serviço de Urgência Básica | Serviço de Urgência Médico-cirúrgico,39.550603,-8.972319,Rua do Hospital - Apartado 70,Alcobaça,2460-051,ARS Centro,262590400.0,hablo@halcobaca.min-saude.pt,União das freguesias de Alcobaça e Vestiaria,3,Sala de Observações com Camas - Ginecologia e Obstetrícia | Urgência Adultos | Urgência Crianças e Adolescentes,SNS Transparência,caracterizacao-das-valencias-de-urgencia,https://transparencia.sns.gov.pt/explore/dataset/caracterizacao-das-valencias-de-urgencia/
sns_urgency:4,hospital_emergency_official,SUB Arganil,SUB Arganil | SUB Montalegre,Grupo | Serviços de Urgência Básica | ARSC | Grupo | Serviços de Urgência Básica | ARSN,Serviço de Urgência Básica,40.215874952,-8.0545480127,"Rua Professor José Lourenço Nogueira, s/n, r/c",Arganil,3300-063,ARS Centro,235200100.0,sub.arganil@arscentro.min-saude.pt,Arganil,3,Sala de Observações com Camas - Adultos | Urgência Adultos | Urgência Crianças e Adolescentes,SNS Transparência,caracterizacao-das-valencias-de-urgencia,https://transparencia.sns.gov.pt/explore/dataset/caracterizacao-das-valencias-de-urgencia/
sns_urgency:72,hospital_emergency_official,Urgência do Hospital Pêro da Covilhã,H. Infante D. Pedro - Aveiro | H. Pêro da Covilhã | H. Universidade Coimbra | U. H. Bragança,"Centro Hospitalar Universitário Cova da Beira, E.P.E. | Centro Hospitalar do Baixo Vouga, E.P.E. | Centro Hospitalar do Nordeste - ULS do Nordeste, E.P.E. | Centro Hospitalar e Universitário de Coimbra, E.P.E.",Serviço de Urgência Médico-cirúrgico | Serviço de Urgência Polivalente com Centro de Trauma,40.2776794433594,-7.510541,Av. Artur Ravara,Aveiro,3814-501,ARS Centro,234378300.0,sec-adm@chbv.min-saude.pt,União das freguesias de Glória e Vera Cruz,15,"Anestesiologia | Bloco Operatório | Cirurgia Geral | Imagiologia - RX convencional, ecografia e TC | Imunohemoterapia | Medicina Interna | Obstetrícia | Ortopedia | Patologia Clínica | Pediatria | Sala de Observações com Camas - Adultos | Sala de Observações com Camas - Pediátrico | Unidade de Cuidados Intensivos - Adultos | Urgência Adultos | Urgência Crianças e Adolescentes",SNS Transparência,caracterizacao-das-valencias-de-urgencia,https://transparencia.sns.gov.pt/explore/dataset/caracterizacao-das-valencias-de-urgencia/
sns_urgency:77,hospital_emergency_official,Urgência do Hospital São Bernardo - Setúbal,H. Infante D. Pedro - Aveiro | H. Litoral Alentejano - Santiago Cacém | H. N. Sra. Rosário - Barreiro | H. Portimão | H. S. Bernardo - Setúbal,"Centro Hospitalar Barreiro Montijo, E.P.E. | Centro Hospitalar Universitário do Algarve, E.P.E. | Centro Hospitalar de Setúbal, E.P.E. | Centro Hospitalar do Baixo Vouga, E.P.E. | Hospital do Litoral Alentejano - Santiago do Cacém - ULS Litoral Alentejano, E.P.E.",Serviço de Urgência Médico-cirúrgico,38.529351,-8.881073,Av. Artur Ravara,Aveiro,3814-501,ARS Centro,234378300.0,sec-adm@chbv.min-saude.pt,União das freguesias de Glória e Vera Cruz,16,"Anestesiologia | Bloco Operatório | Cirurgia Geral | Imagiologia - RX convencional, ecografia e TC | Imunohemoterapia | Medicina Interna | Obstetrícia | Ortopedia | Patologia Clínica | Pediatria | Sala de Observações com Camas - Adultos | Sala de Observações com Camas - Pediátrico | Unidade de Cuidados Intensivos - Adultos | Unidade de Cuidados Intermédios - Adultos | Urgência Adultos | Urgência Crianças e Adolescentes",SNS Transparência,caracterizacao-das-valencias-de-urgencia,https://transparencia.sns.gov.pt/explore/dataset/caracterizacao-das-valencias-de-urgencia/
sns_urgency:50,hospital_emergency_official,Urgência do Hospital Amato Lusitano - Castelo Branco,H. Amato Lusitano - Castelo Branco | H. Pêro da Covilhã | H. Sousa Martins - Guarda,"Centro Hospitalar Universitário Cova da Beira, E.P.E. | Hospitais da ULS da Guarda, E.P.E. | Hospital Amato Lusitano - ULS de Castelo Branco, E.P.E.",Serviço de Urgência Médico-cirúrgico,39.822737,-7.499876,Av. Pedro Álvares Cabral,Castelo Branco,6000-084,ARS Centro,272000272.0,geral@ulscb.min-saude.pt,Castelo Branco,15,"Anestesiologia | Bloco Operatório | Cirurgia Geral | Imagiologia - RX convencional, ecografia e TC | Imunohemoterapia | Medicina Interna | Obstetrícia | Ortopedia | Patologia Clínica | Pediatria | Sala de Observações com Camas - Adultos | Sala de Observações com Camas - Pediátrico | Unidade de Cuidados Intensivos - Adultos | Urgência Adultos | Urgência Crianças e Adolescentes",SNS Transparência,caracterizacao-das-valencias-de-urgencia,https://transparencia.sns.gov.pt/explore/dataset/caracterizacao-das-valencias-de-urgencia/
sns_urgency:31,hospital_emergency_official,SUB do Hospital São José - Fafe,Matern. Daniel Matos,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",Serviço de Urgência Polivalente,41.449886,-8.168964,Rua Miguel Torga,Coimbra,3030-165,ARS Centro,239403060.0,paisebebes@huc.min-saude.pt,Santo António dos Olivais,2,Bloco Operatório | Obstetrícia,SNS Transparência,caracterizacao-das-valencias-de-urgencia,https://transparencia.sns.gov.pt/explore/dataset/caracterizacao-das-valencias-de-urgencia/
sns_urgency:64,hospital_emergency_official,Urgência do Hospital Geral de Coimbra,Centro Materno Infantil Norte | H. Eduardo Santos Silva - Gaia - Unidade I | H. Egas Moniz | H. Geral de Coimbra | Matern. Daniel Matos,"Centro Hospitalar Universitário de Santo António, E.P.E. | Centro Hospitalar de Lisboa Ocidental, E.P.E. | Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E. | Centro Hospitalar e Universitário de Coimbra, E.P.E.",Serviço de Urgência Médico-cirúrgico | Serviço de Urgência Polivalente | Serviço de Urgência Polivalente com Centro de Trauma,40.195957,-8.459674,Quinta dos Vales,Coimbra,3046-853,ARS Centro,239800100.0,correio@chc.min-saude.pt,União das freguesias de São Martinho do Bispo e Ribeira de Frades,8,"Anestesiologia | Bloco Operatório | Cirurgia Geral | Imagiologia - RX convencional, ecografia e TC | Oftalmologia | Patologia Clínica | Sala de Observações com Camas - Adultos | Sala de Observações com Camas - Pediátrico",SNS Transparência,caracterizacao-das-valencias-de-urgencia,https://transparencia.sns.gov.pt/explore/dataset/caracterizacao-das-valencias-de-urgencia/
sns_urgency:69,hospital_emergency_official,Urgência do Hospital Pediátrico de Coimbra,H. Pediátrico de Coimbra | Matern. Bissaya Barreto | Matern. Dr. Alfredo Costa,"Centro Hospitalar Universitário de Lisboa Central, E.P.E. | Centro Hospitalar e Universitário de Coimbra, E.P.E.",Serviço de Urgência Polivalente,40.2212,-8.41741,Av. Afonso Romão,Coimbra,3000-602,ARS Centro,239488700.0,correio.hpc@chuc.min-saude.pt,Santo António dos Olivais,8,"Bloco Operatório | Imagiologia - RX convencional, ecografia e TC | Obstetrícia | Patologia Clínica | Pediatria | Sala de Observações com Camas - Pediátrico | Unidade de Cuidados Intensivos - Pediátrica | Urgência Crianças e Adolescentes",SNS Transparência,caracterizacao-das-valencias-de-urgencia,https://transparencia.sns.gov.pt/explore/dataset/caracterizacao-das-valencias-de-urgencia/
sns_urgency:94,hospital_emergency_official,Urgência dos Hospitais da Universidade de Coimbra,H. D. Figueira Foz | H. Santa Maria | H. Santo André - Leiria | H. Universidade Coimbra | U. H. São Pedro - Vila Real,"Centro Hospitalar Universitário de Lisboa Norte, E.P.E. | Centro Hospitalar de Leiria, E.P.E. | Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E. | Centro Hospitalar e Universitário de Coimbra, E.P.E. | Hospital Distrital da Figueira da Foz, E.P.E.",Serviço de Urgência Médico-cirúrgico | Serviço de Urgência Polivalente com Centro de Trauma,40.217426,-8.410075,Av. Bissaya Barreto - Praceta Prof. Mota Pinto,Coimbra,3000-075,ARS Centro,239400400.0,casec@chuc.min-saude.pt,Santo António dos Olivais,26,"Anestesiologia | Angiografia Digital e RMN | Bloco Operatório | Cardiologia | Cardiologia de Intervenção | Cirurgia Cardiotorácica | Cirurgia Geral | Cirurgia Maxilofacial | Cirurgia Plástica e Reconstrutiva | Cirurgia Vascular | Gastroenterologia (com endoscopia) | Imagiologia - RX convencional, ecografia e TC | Imunohemoterapia | Medicina Interna | Neurocirurgia | Ortopedia | Patologia Clínica | Pneumologia (com endoscopia) | Radiologia de Intervenção | Sala de Observações com Camas - Adultos | Toxicologia | Unidade de Cuidados Intensivos - Adultos | Unidade de Cuidados Intensivos - Coronários | Unidade de Cuidados Intensivos - Queimados | Unidade de Cuidados Intermédios - Adultos | Urgência Adultos",SNS Transparência,caracterizacao-das-valencias-de-urgencia,https://transparencia.sns.gov.pt/explore/dataset/caracterizacao-das-valencias-de-urgencia/
sns_urgency:53,hospital_emergency_official,Urgência do Hospital Distrital da Figueira da Foz,H. D. Figueira Foz | H. Horta | H. Sousa Martins - Guarda,"Hospitais da ULS da Guarda, E.P.E. | Hospital Distrital da Figueira da Foz, E.P.E. | Hospital da Horta, EPER",Serviço de Urgência Médico-cirúrgico,40.130297609,-8.860696177,Gala - São Pedro,Figueira da Foz,3094-001,ARS Centro,233402000.0,hdff@hdfigueira.min-saude.pt,São Pedro,14,Anestesiologia | Bloco Operatório | Cirurgia Geral | Imagiologia - RX convencional | Imunohemoterapia | Medicina Interna | Ortopedia | Patologia Clínica | Pediatria | Sala de Observações com Camas - Adultos | Sala de Observações com Camas - Pediátrico | Unidade de Cuidados Intermédios - Adultos | Urgência Adultos | Urgência Crianças e Adolescentes,SNS Transparência,caracterizacao-das-valencias-de-urgencia,https://transparencia.sns.gov.pt/explore/dataset/caracterizacao-das-valencias-de-urgencia/
sns_urgency:76,hospital_emergency_official,Urgência do Hospital Sousa Martins - Guarda,H. D. Caldas Rainha | H. Horta | H. S. Teotónio - Viseu | H. Sousa Martins - Guarda | H. São José - Lisboa | H. São João - Porto | Matern. Dr. Alfredo Costa,"Centro Hospitalar Tondela-Viseu, E.P.E. | Centro Hospitalar Universitário de Lisboa Central, E.P.E. | Centro Hospitalar Universitário de São João, E.P.E. | Centro Hospitalar do Oeste, E.P.E. | Hospitais da ULS da Guarda, E.P.E. | Hospital da Horta, EPER",Serviço de Urgência Médico-cirúrgico | Serviço de Urgência Polivalente | Serviço de Urgência Polivalente com Centro de Trauma,40.5314,-7.27322,Av. Rainha Dona Amélia,Guarda,6300-858,ARS Centro,271210840.0,secretariado.ca@ulsguarda.min-saude.pt,Guarda,16,"Anestesiologia | Bloco Operatório | Cirurgia Geral | Imagiologia - RX convencional, ecografia e TC | Imagiologia - TC | Imunohemoterapia | Medicina Interna | Obstetrícia | Ortopedia | Patologia Clínica | Pediatria | Sala de Observações com Camas - Adultos | Sala de Observações com Camas - Ginecologia e Obstetrícia | Unidade de Cuidados Intermédios - Adultos | Urgência Adultos | Urgência Crianças e Adolescentes",SNS Transparência,caracterizacao-das-valencias-de-urgencia,https://transparencia.sns.gov.pt/explore/dataset/caracterizacao-das-valencias-de-urgencia/
sns_urgency:74,hospital_emergency_official,Urgência do Hospital Santo André - Leiria,H. D. Santarém | H. Dr. Manoel Constâncio - Abrantes | H. S. Teotónio - Viseu | H. Santa Maria | H. Santo André - Leiria | H. São José - Lisboa,"Centro Hospitalar Médio Tejo, E.P.E. | Centro Hospitalar Tondela-Viseu, E.P.E. | Centro Hospitalar Universitário de Lisboa Central, E.P.E. | Centro Hospitalar Universitário de Lisboa Norte, E.P.E. | Centro Hospitalar de Leiria, E.P.E. | Hospital Distrital de Santarém, E.P.E.",Serviço de Urgência Médico-cirúrgico | Serviço de Urgência Polivalente | Serviço de Urgência Polivalente com Centro de Trauma,39.7418,-8.79444,Rua das Olhalvas - Pousos,Leiria,2410-197,ARS Centro,244817000.0,secca@chleiria.min-saude.pt,"União das freguesias de Leiria, Pousos, Barreira e Cortes",20,"Anestesiologia | Bloco Operatório | Cirurgia Geral | Imagiologia - RX convencional, ecografia e TC | Imunohemoterapia | Medicina Interna | Neurologia | Oftalmologia | Ortopedia | Patologia Clínica | Pediatria | Psiquiatria | Sala de Observações com Camas - Adultos | Sala de Observações com Camas - Pediátrico | Unidade de Cuidados Intensivos - Adultos | Unidade de Cuidados Intensivos - Coronários | Unidade de Cuidados Intermédios - Adultos | Urgência Adultos | Urgência Crianças e Adolescentes | Via Verde AVC",SNS Transparência,caracterizacao-das-valencias-de-urgencia,https://transparencia.sns.gov.pt/explore/dataset/caracterizacao-das-valencias-de-urgencia/
sns_urgency:35,hospital_emergency_official,SUB do Hospital de Pombal,H. Espírito Santo - Évora | H. Pombal,"Centro Hospitalar de Leiria, E.P.E. | Hospital Espírito Santo - Évora, E.P.E.",Serviço de Urgência Básica | Serviço de Urgência Polivalente,39.9169,-8.62476,Av. Heróis do Ultramar - Apartado 40,Pombal,3100-462,ARS Centro,236210000.0,hdp@hdpombal.min-saude.pt,Pombal,3,Oftalmologia | Urgência Adultos | Urgência Crianças e Adolescentes,SNS Transparência,caracterizacao-das-valencias-de-urgencia,https://transparencia.sns.gov.pt/explore/dataset/caracterizacao-das-valencias-de-urgencia/
