facility_id,layer,name,latitude,longitude,address,city,postcode,source,source_detail,collaboration,osm_type,osm_id,amenity,healthcare,healthcare_speciality,operator,phone,website,rd_x,rd_y
osm:way:1380333739,hospital_emergency_proxy,Adrz,51.4847167,3.9075065,"'s-Gravenpolderseweg 114, 4462RA, Goes",Goes,4462RA,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,1380333739,hospital,hospital,,,+31 88 125 0000,https://www.adrz.nl/,,
osm:way:473062703,hospital_emergency_proxy,Advent Hospital,12.1200453,-68.9037542,Groot Davelaarweg 1,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,473062703,hospital,hospital,,,+5999 737 0611,,,
osm:way:404022973,hospital_emergency_proxy,"Albert Schweitzer Ziekenhuis, loc. Dordwijk",51.7920898,4.6822779,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,404022973,hospital,hospital,,Albert Schweitzer Ziekenhuis,+31 78 654 1111,,,
osm:relation:3603304,hospital_emergency_proxy,"Albert Schweitzer Ziekenhuis, loc. Zwijndrecht",51.8264992,4.6293176,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,relation,3603304,hospital,,,,,,,
osm:way:903949261,hospital_emergency_proxy,Alrijne Alphen aan den Rijn,52.1427949,4.6611025,"Meteoorlaan 4, 2402WC, Alphen aan den Rijn",Alphen aan den Rijn,2402WC,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,903949261,hospital,hospital,,,,https://www.alrijne.nl/locaties/alphen/,,
osm:way:374346013,hospital_emergency_proxy,Alrijne Ziekenhuis Leiden,52.1737437,4.4829986,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,374346013,hospital,hospital,,,,https://www.alrijne.nl/leiden/,,
osm:way:242350734,hospital_emergency_proxy,Alrijne Ziekenhuis Leiderdorp,52.1566631,4.54089,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,242350734,hospital,hospital,,,,,,
osm:node:13690635863,hospital_emergency_proxy,Ambulance garage,52.6280766,4.7337436,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,node,13690635863,hospital,hospital,,,,,,
osm:node:2853614033,hospital_emergency_proxy,Amphia,51.6483637,4.8717802,"Muldersteeg 6, 4901ZG, Oosterhout",Oosterhout,4901ZG,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,node,2853614033,hospital,hospital,,,,https://www.amphia.nl,,
osm:node:13516683239,hospital_emergency_proxy,Amphia,51.6476721,4.8701594,"Pasteurlaan 9, 4901DH, Oosterhout",Oosterhout,4901DH,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,node,13516683239,hospital,hospital,,,+31 76 595 50 00,https://www.amphia.nl,,
osm:way:126621912,hospital_emergency_proxy,Amphia Breda,51.5818941,4.7969227,"Molengracht 21, 4818CK, Breda",Breda,4818CK,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,126621912,hospital,hospital,,Amphia,+31 76 595 5000,https://www.amphia.nl,,
osm:way:25723907,hospital_emergency_proxy,Amsterdam UMC - locatie VUMC,52.3345352,4.8599263,"De Boelelaan 1117, 1081HV, Amsterdam",Amsterdam,1081HV,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,25723907,hospital,hospital,,,+31 204444444,https://www.vumc.nl,,
osm:way:11575103,hospital_emergency_proxy,Amsterdam UMC locatie AMC,52.2925002,4.9569165,"Meibergdreef 9, 1105AZ, Amsterdam",Amsterdam,1105AZ,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,11575103,hospital,hospital,,,,,,
osm:node:2738008858,hospital_emergency_proxy,Anna Ziekenhuis,51.4168439,5.4774037,"Antoon Coolenlaan 1-03, 5644RX, Eindhoven",Eindhoven,5644RX,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,node,2738008858,hospital,hospital,,,+31 40 286 4144,https://www.st-anna.nl/,,
osm:node:2872252674,hospital_emergency_proxy,Anna Ziekenhuis,51.4198514,5.5585586,"Bogardeind 2, 5664EH, Geldrop",Geldrop,5664EH,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,node,2872252674,hospital,hospital,,,+31 40 286 4040,https://www.annaziekenhuis.nl/,,
osm:node:7259150115,hospital_emergency_proxy,Annadal Kliniek,50.8479188,5.6688266,"Brouwersweg 100 C02, 6216EG, Maastricht",Maastricht,6216EG,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,node,7259150115,hospital,hospital,,,,https://www.annadal-kliniek.nl/,,
osm:way:626477503,hospital_emergency_proxy,Antes klinieken Poortugaal,51.8466889,4.3955516,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,626477503,hospital,hospital,,,,,,
osm:way:25711528,hospital_emergency_proxy,Antoni van Leeuwenhoek,52.3502898,4.8257571,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,25711528,hospital,hospital,,,,https://www.avl.nl,,
osm:node:2762731809,hospital_emergency_proxy,Antonius,51.3249615,3.4815907,"Pastoor van Genklaan 6, 4501AJ, Oostburg",Oostburg,4501AJ,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,node,2762731809,hospital,hospital,,ZorgSaam Zorggroep Zeeuws-Vlaanderen,+31 117 459 000,https://www.zorgsaam.org/ziekenhuis/service-contact/contact-route,,
osm:way:990976406,hospital_emergency_proxy,Antonius Ziekenhuis,53.0350521,5.6424475,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,990976406,hospital,hospital,,,,https://www.mijnantonius.nl/,,
osm:way:1065953733,hospital_emergency_proxy,Antonius Ziekenhuis Emmeloord,52.7035148,5.7332653,"Urkerweg 4, 8303BX, Emmeloord",Emmeloord,8303BX,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,1065953733,clinic,hospital,,Antonius Zorggroep,+31 527 620 460,https://www.mijnantonius.nl/emmeloord,,
osm:way:694035579,hospital_emergency_proxy,Basalt Revalidatiecentrum,52.1705721,4.4690334,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,694035579,hospital,hospital,,,,,,
osm:way:403286686,hospital_emergency_proxy,Basalt revalidatie Den Haag,52.0412191,4.2676011,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,403286686,hospital,rehabilitation,physiatry,,,https://www.basaltrevalidatie.nl/locaties/den-haag-vrederustlaan/,,
osm:way:132258761,hospital_emergency_proxy,Beatrixziekenhuis,51.8393157,4.9572145,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,132258761,hospital,hospital,,Rivas Zorggroep,,https://www.rivas.nl/beatrixziekenhuis/,,
osm:way:687846088,hospital_emergency_proxy,Bernhoven,51.6737926,5.6061899,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,687846088,hospital,hospital,,,,,,
osm:way:37379077,hospital_emergency_proxy,BovenIJ Ziekenhuis,52.4046484,4.9219157,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,37379077,hospital,hospital,,,,,,
osm:way:1284150804,hospital_emergency_proxy,Bravis Ziekenhuis - locatie Bergen op Zoom,51.4863894,4.314663,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,1284150804,hospital,hospital,,,,,,
osm:way:802107910,hospital_emergency_proxy,Bravis Ziekenhuis locatie Roosendaal,51.5281491,4.4386899,"Boerhaavelaan 25, 4708AE, Roosendaal",Roosendaal,4708AE,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,802107910,hospital,hospital,,,+31 88 706 8000,https://www.bravisziekenhuis.nl/contact/locaties/roosendaal,,
osm:way:750679819,hospital_emergency_proxy,Canisius-Wilhelmina Ziekenhuis,51.8175938,5.8307846,"Weg door Jonkerbos 100, 6532SZ, Nijmegen",Nijmegen,6532SZ,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,750679819,hospital,hospital,,,+31 24 365 7657,https://www.cwz.nl/,,
osm:way:273494884,hospital_emergency_proxy,Catharina Ziekenhuis,51.4657273,5.4721327,"Michelangelolaan 2, 5623EJ, Eindhoven",Eindhoven,5623EJ,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,273494884,hospital,hospital,,,,https://www.catharinaziekenhuis.nl/,,
osm:way:398806410,hospital_emergency_proxy,Centraal Dierenlaboratorium,51.8246343,5.8648294,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,398806410,hospital,hospital,,RadboudUMC,,,,
osm:way:387975180,hospital_emergency_proxy,Curaçao Medical Center,12.1101754,-68.9418483,J. H. J. Hamelbergweg,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,387975180,hospital,hospital,,,+599 9 745 0000,https://cmc.cw/,,
osm:node:2779117706,hospital_emergency_proxy,DG&J-ZHZ,51.7915059,4.6801688,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,node,2779117706,hospital,hospital,,,,,,
osm:node:2610265873,hospital_emergency_proxy,De Gezichtskliniek,51.9132038,4.4850171,"Boompjes 543, 3011XZ, Rotterdam",Rotterdam,3011XZ,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,node,2610265873,hospital,hospital,,,,https://www.degezichtskliniek.nl/,,
osm:way:432075134,hospital_emergency_proxy,De Honte,51.3089566,3.8605887,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,432075134,hospital,hospital,,ZorgSaam,+31 115 688 000,https://www.zorgsaam.org/ziekenhuis/,,
osm:node:2787590369,hospital_emergency_proxy,De Lupine,51.9339483,4.5714827,"Lupinestraat 1, 2906CV, Capelle aan den IJssel",Capelle aan den IJssel,2906CV,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,node,2787590369,hospital,hospital,child_psychiatry,Youz,+31 88 358 87 77,https://youz.nl/w/capelle-aan-den-ijssel-lupinestraat,,
osm:node:2973288086,hospital_emergency_proxy,De Waterpoort,51.8816116,5.5190735,"Beatrixstraat 20, 6658EK, Beneden-Leeuwen",Beneden-Leeuwen,6658EK,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,node,2973288086,hospital,hospital,general,Ziekenhuis Rivierenland,,,,
osm:way:750688257,hospital_emergency_proxy,Deventer Ziekenhuis,52.2613123,6.1916563,"Nico Bolkesteinlaan 75, 7416SE, Deventer",Deventer,7416SE,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,750688257,hospital,hospital,,,+31 570 535 353,https://www.dz.nl/,,
osm:way:1064956643,hospital_emergency_proxy,Diakonessenhuis,52.0816147,5.1384681,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,1064956643,hospital,hospital,,,,https://www.diakonessenhuis.nl/,,
osm:node:243319545,hospital_emergency_proxy,Diakonessenhuis,52.0912706,5.2621521,"Jagersingel 1, 3707HL, Zeist",Zeist,3707HL,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,node,243319545,hospital,hospital,general,,,,,
osm:node:5870528285,hospital_emergency_proxy,Dialyse afd. Radboud UMC,51.8226963,5.8611281,"René Descartesdreef 7, 6525GL, Nijmegen",Nijmegen,6525GL,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,node,5870528285,hospital,hospital,,,+31 24 361 3767,https://www.radboudumc.nl/,,
osm:way:1233179271,hospital_emergency_proxy,Dijklander Ziekenhuis,52.6478591,5.0540186,"Maelsonstraat 3, 1624NP, Hoorn",Hoorn,1624NP,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,1233179271,hospital,hospital,general;surgery;emergency;intensive,Dijklander Ziekenhuis,+31 229 257 257,https://www.dijklander.nl/,,
osm:way:1208732662,hospital_emergency_proxy,Dijklander Ziekenhuis,52.5003157,4.9621083,"Waterlandlaan 250, 1441RN, Purmerend",Purmerend,1441RN,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,1208732662,hospital,hospital,,Dijklander Ziekenhuis,+31 299 457 457,https://www.dijklander.nl/,,
osm:way:454408600,hospital_emergency_proxy,Dr. Horacio Oduber Hospital,12.5425038,-70.0586024,Dr Horacio Oduber Boulevard 1,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,454408600,hospital,hospital,,,+297 527 4000,https://www.arubahospital.com/,,
osm:relation:18378890,hospital_emergency_proxy,ETZ Elisabeth Ziekenhuis,51.5402248,5.1044823,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,relation,18378890,hospital,,,,+31 13 221 0000,https://www.etz.nl,,
osm:node:13355014701,hospital_emergency_proxy,ETZ TweeSteden ziekenhuis,51.5772446,5.0598371,"Dr. Deelenlaan 5, 5042AD, Tilburg",Tilburg,5042AD,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,node,13355014701,hospital,hospital,,,,https://www.etz.nl/,,
osm:way:750692679,hospital_emergency_proxy,ETZ TweeSteden ziekenhuis,51.5775151,5.0597832,"Dr. Deelenlaan 5, 5042AD, Tilburg",Tilburg,5042AD,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,750692679,hospital,hospital,,,,https://www.etz.nl,,
osm:node:13668570600,hospital_emergency_proxy,Eerste Hart-long hulp,52.6277477,4.7336814,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,node,13668570600,hospital,hospital,,,,,,
osm:node:5000957380,hospital_emergency_proxy,Elkerliek Ziekenhuis,51.4682183,5.7904601,"Dunantweg 16, 5751CB, Deurne",Deurne,5751CB,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,node,5000957380,hospital,hospital,,,+31 493 328 888,https://www.elkerliek.nl,,
osm:node:70940028,hospital_emergency_proxy,Elkerliek Ziekenhuis,51.4818128,5.6424049,"Wesselmanlaan 25, 5707HA, Helmond",Helmond,5707HA,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,node,70940028,hospital,hospital,,,+31 492 595 555,https://www.elkerliek.nl,,
osm:node:2610255765,hospital_emergency_proxy,Erasmus MC,51.9109324,4.4680514,"Dokter Molewaterplein 40, 3015GD, Rotterdam",Rotterdam,3015GD,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,node,2610255765,,hospital,,,,,,
osm:node:1599898060,hospital_emergency_proxy,Erasmus MC - Sophia,51.9120141,4.4699946,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,node,1599898060,hospital,hospital,,,,,,
osm:way:404317973,hospital_emergency_proxy,Erasmus Medisch Centrum,51.911287,4.4681099,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,404317973,hospital,hospital,,,+31 10 704 0704,https://www.erasmusmc.nl/,,
osm:node:3213336708,hospital_emergency_proxy,FKA (Fundashon Kuido di Ambulans),12.1135577,-68.9552258,Piscaderaweg 49,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,node,3213336708,hospital,hospital,,Ambulancezorg,,,,
osm:way:660699519,hospital_emergency_proxy,Flevoziekenhuis,52.3691123,5.2234343,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,660699519,hospital,hospital,,,,https://www.flevoziekenhuis.nl,,
osm:way:750694495,hospital_emergency_proxy,Franciscus Gasthuis,51.9418705,4.4636766,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,750694495,hospital,hospital,,,,https://www.franciscus.nl/,,
osm:node:12136143674,hospital_emergency_proxy,Franciscus Maassluis,51.9304045,4.2425499,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,node,12136143674,hospital,,,Franciscus,,https://www.franciscus.nl/,,
osm:way:1064956642,hospital_emergency_proxy,Franciscus Vlietland,51.9223074,4.3802914,"Vlietlandplein 2, 3118JH, Schiedam",Schiedam,3118JH,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,1064956642,hospital,hospital,,,,https://www.franciscus.nl/,,
osm:way:991333180,hospital_emergency_proxy,Frisius Medisch Centrum Harlingen,53.1621423,5.4301144,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,991333180,hospital,hospital,,,,https://www.mcl.nl/contact/mcl-harlingen,,
osm:way:1282905830,hospital_emergency_proxy,Frisius Medisch Centrum Heerenveen,52.9660061,5.9175949,"Thialfweg 44, 8441PW, Heerenveen",Heerenveen,8441PW,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,1282905830,hospital,hospital,,,,https://www.tjongerschans.nl/,,
osm:way:585340828,hospital_emergency_proxy,Frisius Medisch Centrum Leeuwarden,53.1889707,5.8045599,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,585340828,hospital,hospital,,,+31 58 286 6666,https://www.mcl.nl/,,
osm:way:366767483,hospital_emergency_proxy,Fundashon Mariadal,12.1538406,-68.2746977,"Kaya Soeur Bartola, Kralendijk",Kralendijk,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,366767483,hospital,hospital,,,,https://www.fundashonmariadal.com/,,
osm:way:138423359,hospital_emergency_proxy,GGD Haaglanden,52.075294,4.3015067,"Westeinde 128, 2512HE, 's-Gravenhage",'s-Gravenhage,2512HE,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,138423359,hospital,hospital,,,,https://www.denhaag.nl/ggd/,,
osm:way:32545413,hospital_emergency_proxy,GGZ Delfland,52.0230078,4.3614136,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,32545413,hospital,hospital,,,,,,
osm:way:694035557,hospital_emergency_proxy,GGZ Rivierduinen,52.171977,4.4597155,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,694035557,hospital,hospital,,,,,,
osm:way:694035558,hospital_emergency_proxy,GGZ Rivierduinen,52.1750763,4.4673076,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,694035558,hospital,hospital,,,,,,
osm:node:9084170794,hospital_emergency_proxy,Gelre Diagnostisch Centrum,52.2113314,5.933973,"John F. Kennedylaan 32, 7314PS, Apeldoorn",Apeldoorn,7314PS,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,node,9084170794,hospital,hospital,diagnostics,,,https://www.gelreziekenhuizen.nl/patient/afdelingen/diagnostisch-centrum/,,
osm:way:559427289,hospital_emergency_proxy,Gelre Zutphen,52.1230667,6.2175382,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,559427289,hospital,hospital,,,,https://www.gelreziekenhuizen.nl/home/,,
osm:way:750698656,hospital_emergency_proxy,Gelre ziekenhuizen,52.1812395,5.9471608,"Albert Schweitzerlaan 31, 7334DZ, Apeldoorn",Apeldoorn,7334DZ,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,750698656,hospital,hospital,,Gelre Ziekenhuizen,+31 55 581 8181,https://www.gelreziekenhuizen.nl/Gelreziekenhuizen,,
osm:way:1319973416,hospital_emergency_proxy,Gezondheidscentrum De Grote Beek,51.4680743,5.4417108,,,,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,1319973416,hospital,hospital,psychiatry,GGzE,,https://www.ggze.nl/teams/gezondheidscentrum-de-grote-beek,,
osm:node:5155337374,hospital_emergency_proxy,Groene Hart Ziekenhuis,52.0880478,4.7487232,"Willem de Zwijgerstraat 9c, 2411VT, Bodegraven",Bodegraven,2411VT,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,node,5155337374,hospital,hospital,,,,https://www.ghz.nl/bodegraven,,
osm:way:1066808911,hospital_emergency_proxy,Groene Hart Ziekenhuis,52.0218405,4.7059108,"Bleulandweg 10, 2803HH, Gouda",Gouda,2803HH,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,1066808911,hospital,hospital,general,,,https://www.ghz.nl/,,
osm:way:1299806696,hospital_emergency_proxy,HMC Antoniushove,52.093071,4.3836918,"Burgemeester Banninglaan 1, 2262BA, Leidschendam",Leidschendam,2262BA,OpenStreetMap via Overpass API,OSM tags: amenity=hospital OR healthcare=hospital; use as emergency-care proxy unless later replaced by official SEH list,,way,1299806696,hospital,hospital,,Haaglanden Medisch Centrum,+31 88 979 79 00,https://www.haaglandenmc.nl/antoniushove/,,
