acute_obstetrics_flag,address,amenity,city,collaboration,facility_id,healthcare,healthcare_speciality,hospital_type,latitude,layer,longitude,name,operator,osm_id,osm_type,phone,postcode,rd_x,rd_y,seh_flag,source,source_detail,website
,,doctors,,,osm:node:2906333138,,,,52.8963004,general_practitioner,5.5807463,,,2906333138,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:node:4118555424,doctor,,,53.1133274,general_practitioner,6.0978516,,,4118555424,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:node:5219717099,doctor,,,52.8879157,general_practitioner,6.1410586,,,5219717099,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,Oleander Road,doctors,,,osm:node:5355435621,doctor,,,18.045807,general_practitioner,-63.0625463,,,5355435621,node,+17215482391,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,Welegen Road,doctors,,,osm:node:5403409721,doctor,,,18.0320833,general_practitioner,-63.0658491,,,5403409721,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,Schottegatweg West,doctors,,,osm:node:5407620721,doctor,,,12.1292559,general_practitioner,-68.9533267,,,5407620721,node,+599 9 4623550,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://m.facebook.com/drbilton/
,,doctors,,,osm:node:5577060321,doctor,,,12.1046273,general_practitioner,-68.8822358,,,5577060321,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:node:6082824088,doctor,,,12.5193662,general_practitioner,-70.0270862,,,6082824088,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:node:6082824090,doctor,,,12.5182481,general_practitioner,-70.0348677,,,6082824090,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:node:6082824093,,,,12.5418415,general_practitioner,-70.0550667,,,6082824093,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:node:6082824094,,,,12.5413718,general_practitioner,-70.0570604,,,6082824094,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:node:6082824096,,,,12.542284,general_practitioner,-70.0567112,,,6082824096,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:node:6348170957,doctor,,,52.2680252,general_practitioner,4.5494127,,,6348170957,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:node:6648873812,doctor,,,12.5377799,general_practitioner,-70.0312191,,,6648873812,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,Monte Carmelo 37,doctors,,,osm:node:6650973986,doctor,,,12.1451284,general_practitioner,-68.9207822,,,6650973986,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:node:6751480987,doctor,,,12.0957583,general_practitioner,-68.9077926,,,6751480987,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:node:8628837159,doctor,,,51.5879448,general_practitioner,4.5348035,,,8628837159,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:node:8706296218,,,,12.5429106,general_practitioner,-70.0559882,,,8706296218,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:node:8841667250,doctor,,,52.5190824,general_practitioner,5.4853888,,,8841667250,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:node:11428395363,doctor,general,,52.9518228,general_practitioner,5.9126931,,,11428395363,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:node:11554658809,doctor,,,52.5527655,general_practitioner,5.9192068,,,11554658809,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:node:11609738230,doctor,,,51.8969073,general_practitioner,4.6887349,,,11609738230,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:node:13013575511,doctor,podiatry,,51.9364575,general_practitioner,4.4635194,,,13013575511,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:node:13038231717,doctor,general,,52.5730313,general_practitioner,4.6983654,,,13038231717,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.gclimmen.nl/zorgverleners/huisartsen
,,doctors,,,osm:way:30407594,doctor,,,52.0311721,general_practitioner,4.3119228,,,30407594,way,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:way:48790234,doctor,,,53.367513,general_practitioner,5.9034231,,,48790234,way,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,,,,osm:way:261821030,doctor,,,52.165854,general_practitioner,5.4078675,,,261821030,way,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:way:272028200,doctor,,,52.9923206,general_practitioner,6.560681,,,272028200,way,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:way:273173424,doctor,surgery,,51.916684,general_practitioner,4.3490244,,,273173424,way,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:way:274357674,,,,51.5907505,general_practitioner,5.3234512,,,274357674,way,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:way:275065297,doctor,,,51.654258,general_practitioner,5.476227,,,275065297,way,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:way:279558378,doctor,,,52.568241,general_practitioner,5.6392405,,,279558378,way,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,,,,osm:way:281278459,doctor,,,52.2255818,general_practitioner,4.670558,,,281278459,way,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:way:281914034,doctor,,,52.1836154,general_practitioner,4.4745629,,,281914034,way,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:way:296818153,doctor,,,51.6435058,general_practitioner,5.6241758,,,296818153,way,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:way:375578241,doctor,,,12.1227869,general_practitioner,-68.8692415,,,375578241,way,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:way:438032668,doctor,general,,52.5599826,general_practitioner,4.7352701,,,438032668,way,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:way:639938935,doctor,,,12.4332761,general_practitioner,-69.9075196,,,639938935,way,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:way:640486115,doctor,,,12.5072295,general_practitioner,-69.9816996,,,640486115,way,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:way:640833183,doctor,,,12.5236561,general_practitioner,-70.0282194,,,640833183,way,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,Kaminda Rignald S. Recordino,doctors,,,osm:way:888018224,doctor,,,12.1220996,general_practitioner,-68.8705616,,,888018224,way,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:way:1185459052,,,,52.3072238,general_practitioner,6.9312059,,,1185459052,way,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Hendrik Hamerstraat 89, 3295CG, 's-Gravendeel",doctors,'s-Gravendeel,,osm:node:3102714770,doctor,,,51.7774036,general_practitioner,4.6140012,,,3102714770,node,,3295CG,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Dedemsvaartweg 402, 2545AN, 's-Gravenhage",doctors,'s-Gravenhage,,osm:node:2732184978,doctor,dentist,,52.0471324,general_practitioner,4.2687816,,,2732184978,node,+31 70 3599995,2545AN,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://detandprotheek.nl/praktijk/de-tandprotheek-den-haag/
,"Trojestraat 62, 1363VL, Almere",doctors,Almere,,osm:node:4769109497,,,,52.3557059,general_practitioner,5.1537547,,,4769109497,node,,1363VL,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Vondelplein 4B, 3818BC, Amersfoort",doctors,Amersfoort,,osm:node:2683046220,,,,52.1461076,general_practitioner,5.3767219,,,2683046220,node,+31 33 254 2653,3818BC,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.vondelplein.nl
,"Koopmansgildeplein 2, 4105TX, Culemborg",doctors,Culemborg,,osm:node:2801373403,doctor,general,,51.949663,general_practitioner,5.2061598,,,2801373403,node,,4105TX,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Hoofdweg 44, 7782PN, De Krim",doctors,De Krim,,osm:node:2804223860,,,,52.6511648,general_practitioner,6.6204892,,,2804223860,node,,7782PN,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Oostsingel 51, 2612HD, Delft",doctors,Delft,,osm:node:2596747407,doctor,,,52.0131063,general_practitioner,4.3667436,,,2596747407,node,,2612HD,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Nieuwstraat 2A, 7091DG, Dinxperlo",doctors,Dinxperlo,,osm:node:2812665864,doctor,,,51.8659064,general_practitioner,6.4841398,,,2812665864,node,,7091DG,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Burgemeester van Dijkesingel 49, 2809RB, Gouda",doctors,Gouda,,osm:node:5082392611,doctor,paediatrics,,52.0026279,general_practitioner,4.681076,,,5082392611,node,,2809RB,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Kleine Houtstraat 52, 2011DP, Haarlem",doctors,Haarlem,,osm:node:1540923023,alternative,acupuncture,,52.3783925,general_practitioner,4.6362068,,,1540923023,node,,2011DP,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"van Gronsveldstraat 4, 6463CC, Kerkrade",doctors,Kerkrade,,osm:node:2866399597,,,,50.8745495,general_practitioner,6.0656108,,,2866399597,node,,6463CC,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Maartensplein 1A, 9291BZ, Kollum",doctors,Kollum,,osm:node:2798617728,doctor,,,53.2808119,general_practitioner,6.149475,,,2798617728,node,,9291BZ,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Kaya J E Nicolaas, Kralendijk",doctors,Kralendijk,,osm:way:366768471,doctor,,,12.1537054,general_practitioner,-68.2758788,,,366768471,way,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Jan Noorduynweg, Mahuma",doctors,Mahuma,,osm:way:724480976,doctor,general,,12.1596002,general_practitioner,-68.9505742,,,724480976,way,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Dorpsstraat 14, 6074GC, Melick",doctors,Melick,,osm:node:2901727382,doctor,,,51.1565413,general_practitioner,6.0090884,,,2901727382,node,+31 475 532 606,6074GC,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Marslaan 167, 2957SG, Nieuw-Lekkerland",doctors,Nieuw-Lekkerland,,osm:node:2728617545,doctor,general,,51.885829,general_practitioner,4.6721302,,,2728617545,node,,2957SG,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://huisartsenkinderdijk.nl/
,"Malvert 5133, 6538DG, Nijmegen",doctors,Nijmegen,,osm:node:11824505701,doctor,general,,51.8096629,general_practitioner,5.8078877,,,11824505701,node,,6538DG,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Adam van Nutta-hof 45, 6361BK, Nuth",doctors,Nuth,,osm:node:2823118775,doctor,,,50.918401,general_practitioner,5.8837914,,,2823118775,node,,6361BK,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Woldzoom 2E, 9301RA, Roden",doctors,Roden,,osm:node:5003716248,doctor,,,53.1382018,general_practitioner,6.4139233,,,5003716248,node,,9301RA,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Sportsingel 11, 3078XS, Rotterdam",doctors,Rotterdam,,osm:node:2791447697,,,,51.8934092,general_practitioner,4.5364127,,,2791447697,node,,3078XS,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://gcsportdorp.nl/huisarts/
,Saliña Harbour View,doctors,Saliña Harbour View,,osm:node:10785309681,doctor,general,,12.1043874,general_practitioner,-68.9019577,,,10785309681,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Bothniakade 20, Sneek",doctors,Sneek,,osm:node:814923826,doctor,,,53.0322511,general_practitioner,5.6651796,,,814923826,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Markt 13, 4758BL, Standdaarbuiten",doctors,Standdaarbuiten,,osm:node:2811294910,,,,51.6110064,general_practitioner,4.5142941,,,2811294910,node,,4758BL,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Schans 60, 8715JS, Stavoren",doctors,Stavoren,,osm:node:2911010717,,,,52.8800239,general_practitioner,5.3628514,,,2911010717,node,,8715JS,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Pattistpark 124, 4532HZ, Terneuzen",doctors,Terneuzen,,osm:node:2757015535,doctor,general,,51.3346684,general_practitioner,3.8558448,,,2757015535,node,+31 115 741 020,4532HZ,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.huisartswarringa.nl/
,"Ugchelseweg 88, 7339CL, Ugchelen",doctors,Ugchelen,,osm:node:2685245950,,,,52.1859621,general_practitioner,5.9377919,,,2685245950,node,,7339CL,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"J. H. J. Hamelbergweg, Willemstad",doctors,Willemstad,,osm:way:368796173,doctor,,,12.1091902,general_practitioner,-68.942055,,,368796173,way,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"J. H. J. Hamelbergweg, Willemstad",doctors,Willemstad,,osm:way:368796175,doctor,,,12.109392,general_practitioner,-68.9420253,,,368796175,way,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Pater Euwensweg, Willemstad",doctors,Willemstad,,osm:way:370273777,doctor,,,12.1096078,general_practitioner,-68.9440237,,,370273777,way,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Korenstraat 9, 7101EH, Winterswijk",doctors,Winterswijk,,osm:node:2800617171,doctor,,,51.9712642,general_practitioner,6.7128074,,,2800617171,node,,7101EH,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"van Sminealeane 45, 8731BD, Wommels",doctors,Wommels,,osm:way:292955831,doctor,,,53.1081145,general_practitioner,5.5949356,,,292955831,way,,8731BD,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Onze Lieve Vrouwestraat 134, 4735AG, Zegge",,Zegge,,osm:node:2789520660,doctor,general,,51.5583479,general_practitioner,4.5168435,,,2789520660,node,,4735AG,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Zwartemeerlaan 44, 2317LV, Leiden",doctors,Leiden,,osm:node:501545569,doctor,,,52.1786389,general_practitioner,4.5138933,'t Joppe,,501545569,node,,2317LV,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://huisartsenpraktijk-tjoppe.nl
,"Wilhelminalaan 10, 4561HS, Hulst",doctors,Hulst,,osm:node:2771002518,doctor,general,,51.2865061,general_practitioner,4.0504518,'t Ravelijn,A. de Visser;K. Vermeiren,2771002518,node,+31 114 314 215,4561HS,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://ravelijn.praktijkinfo.nl/
,,doctors,,,osm:node:1117361020,doctor,,,51.7439512,general_practitioner,5.2629444,A.G.M. van Doormalen & A.E.M. van Eijkeren-Reijth,,1117361020,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Prinsengracht 83, 1015DN, Amsterdam",doctors,Amsterdam,,osm:node:11499805658,doctor,general,,52.3787478,general_practitioner,4.8872051,A.N.M. van Grunsven & F.X.W.M. Hofman,,11499805658,node,,1015DN,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:node:3814116501,doctor,,,52.0707562,general_practitioner,4.254514,A.P.M.T. Bruijs huisarts,,3814116501,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,,doctors,,,osm:node:5417148676,doctor,,,52.2514996,general_practitioner,5.0468814,ALVITAL. Praktijk voor natuurgeneeskunde.,,5417148676,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,Nieuwstraat 115,doctors,,,osm:way:367107495,doctor,,,51.4709795,general_practitioner,4.4642966,AZ Klina Zorgpunt Grens / Kind en Gezin,,367107495,way,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Herman Kuijkstraat 19, 4191AH, Geldermalsen",doctors,Geldermalsen,,osm:node:2797273773,doctor,,,51.8822608,general_practitioner,5.2886291,Aalsterveld psychologen,,2797273773,node,,4191AH,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Ovidiusstraat 117, 6417VV, Heerlen",doctors,Heerlen,,osm:node:2827712996,doctor,,,50.8776439,general_practitioner,5.979479,Aarveld Medisch Centum,,2827712996,node,,6417VV,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.aarveldmedischcentrum.nl/
,,doctors,,,osm:node:10723376251,doctor,,,53.2230865,general_practitioner,6.5721889,Academische Huisartsenpraktijk Groningen,,10723376251,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.umcg.nl/academische-huisartsenpraktijk-groningen
,,doctors,,,osm:node:3814118517,doctor,,,52.0716602,general_practitioner,4.2536133,Akelei huisartsenzorg,,3814118517,node,,,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,
,"Groesbeekseweg 9, 6524CK, Nijmegen",doctors,Nijmegen,,osm:node:2840757540,doctor,general,,51.8401952,general_practitioner,5.8628013,Altrade,,2840757540,node,+31 24 322 6102,6524CK,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.praktijkaltrade.nl/
,"Henry Dunantweg 40, 2402NR, Alphen aan den Rijn",doctors,Alphen aan den Rijn,,osm:node:2893646412,doctor,general,,52.145104,general_practitioner,4.6588196,Alviva,,2893646412,node,+31 172 438 635,2402NR,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,https://www.alviva.nl
